TimeGenerated,TotalBytesSent,baseline,score,anomalies
"2019-05-01T06:00:00Z",873713587,782728212,"0.22477580533770974",0
"2019-05-01T07:00:00Z",882187669,838492449,0,0
"2019-05-01T08:00:00Z",852506841,816772273,0,0
"2019-05-01T09:00:00Z",898793650,878871426,0,0
"2019-05-01T10:00:00Z",891598085,862639955,0,0
"2019-05-01T11:00:00Z",893022551,829287276,0,0
"2019-05-01T12:00:00Z",922677236,827135135,"0.3089416930559012",0
"2019-05-01T13:00:00Z",856663011,795385715,0,0
"2019-05-01T14:00:00Z",830763825,779642984,0,0
"2019-05-01T15:00:00Z",855292297,774383611,"0.03865237602799538",0
"2019-05-01T16:00:00Z",867265088,781543365,"0.127552510586356",0
"2019-05-01T17:00:00Z",783423911,753274276,0,0
"2019-05-01T18:00:00Z",797876828,830914353,0,0
"2019-05-01T19:00:00Z",790012871,762032309,0,0
"2019-05-01T20:00:00Z",852519704,781835274,0,0
"2019-05-01T21:00:00Z",801772685,809785760,0,0
"2019-05-01T22:00:00Z",807320821,816884986,0,0
"2019-05-01T23:00:00Z",811995775,770342093,0,0
"2019-05-02T00:00:00Z",857108417,840195542,0,0
"2019-05-02T01:00:00Z",668803434,593764473,0,0
"2019-05-02T02:00:00Z",644214662,633653057,0,0
"2019-05-02T03:00:00Z",716435846,617656404,"0.368737630645067",0
"2019-05-02T04:00:00Z",718165305,584982654,"1.0041887665795506",0
"2019-05-02T05:00:00Z",846441590,868450796,0,0
"2019-05-02T06:00:00Z",913851950,824453638,"0.19546166069276413",0
"2019-05-02T07:00:00Z",909281093,841264748,0,0
"2019-05-02T08:00:00Z",910496479,905043514,0,0
"2019-05-02T09:00:00Z",860491701,849002163,0,0
"2019-05-02T10:00:00Z",907134623,833155361,0,0
"2019-05-02T11:00:00Z",951830968,912530827,0,0
"2019-05-02T12:00:00Z",863445775,867229077,0,0
"2019-05-02T13:00:00Z",883803886,900925622,0,0
"2019-05-02T14:00:00Z",947731570,901918228,0,0
"2019-05-02T15:00:00Z",897928218,802180467,"0.3127401906748501",0
"2019-05-02T16:00:00Z",862303611,863377387,0,0
"2019-05-02T17:00:00Z",891357428,781629234,"0.5709686755285784",0
"2019-05-02T18:00:00Z",874557665,792559337,"0.058778819047480696",0
"2019-05-02T19:00:00Z",802427120,817137018,0,0
"2019-05-02T20:00:00Z",869716161,841892249,0,0
"2019-05-02T21:00:00Z",851558231,771153881,"0.029336929441758537",0
"2019-05-02T22:00:00Z",906453909,877857161,0,0
"2019-05-02T23:00:00Z",843625312,815701033,0,0
"2019-05-03T00:00:00Z",807469579,859362524,0,0
"2019-05-03T01:00:00Z",695427997,719382993,0,0
"2019-05-03T02:00:00Z",643948011,651681106,0,0
"2019-05-03T03:00:00Z",677938461,705805457,0,0
"2019-05-03T04:00:00Z",666457868,711761070,0,0
"2019-05-03T05:00:00Z",890567174,935619166,0,0
"2019-05-03T06:00:00Z",920136656,867554929,0,0
"2019-05-03T07:00:00Z",864647530,899560537,0,0
"2019-05-03T08:00:00Z",865802529,861332483,0,0
"2019-05-03T09:00:00Z",937646970,941991590,0,0
"2019-05-03T10:00:00Z",918357380,892879165,0,0
"2019-05-03T11:00:00Z",889610303,940863613,0,0
"2019-05-03T12:00:00Z",913645805,869347154,0,0
"2019-05-03T13:00:00Z",887186534,871274006,0,0
"2019-05-03T14:00:00Z",965532850,931892874,0,0
"2019-05-03T15:00:00Z",825807779,827145513,0,0
"2019-05-03T16:00:00Z",903819076,834319239,0,0
"2019-05-03T17:00:00Z",827999022,868153889,0,0
"2019-05-03T18:00:00Z",916732278,810776109,"0.5012967514416928",0
"2019-05-03T19:00:00Z",903529290,815633114,"0.16771615655359734",0
"2019-05-03T20:00:00Z",869875766,839608026,0,0
"2019-05-03T21:00:00Z",877268278,963692359,"-0.27949429249550806",0
"2019-05-03T22:00:00Z",901985353,905828543,0,0
"2019-05-03T23:00:00Z",820902488,817579119,0,0
"2019-05-04T00:00:00Z",839550728,842202948,0,0
"2019-05-04T01:00:00Z",697140933,659721145,0,0
"2019-05-04T02:00:00Z",725116765,722122204,0,0
"2019-05-04T03:00:00Z",718391605,733766443,0,0
"2019-05-04T04:00:00Z",734634539,703733119,0,0
"2019-05-04T05:00:00Z",961618771,922241034,0,0
"2019-05-04T06:00:00Z",973519876,943325352,0,0
"2019-05-04T07:00:00Z",931452710,963709930,0,0
"2019-05-04T08:00:00Z",936782632,926920313,0,0
"2019-05-04T09:00:00Z",902828719,973987058,0,0
"2019-05-04T10:00:00Z",956018750,899927470,0,0
"2019-05-04T11:00:00Z",901050381,934033855,0,0
"2019-05-04T12:00:00Z",986348136,891078758,"0.30390432099064785",0
"2019-05-04T13:00:00Z",888182919,902327091,0,0
"2019-05-04T14:00:00Z",895773023,935399922,0,0
"2019-05-04T15:00:00Z",860244868,833741778,0,0
"2019-05-04T16:00:00Z",894638180,868297498,0,0
"2019-05-04T17:00:00Z",932630230,924570125,0,0
"2019-05-04T18:00:00Z",877076050,939614735,0,0
"2019-05-04T19:00:00Z",904708616,855176106,0,0
"2019-05-04T20:00:00Z",885212895,864204455,0,0
"2019-05-04T21:00:00Z",928834714,940088893,0,0
"2019-05-04T22:00:00Z",882928145,885477017,0,0
"2019-05-04T23:00:00Z",897273726,930767987,0,0
"2019-05-05T00:00:00Z",845388269,947891718,"-0.5764913730613784",0
"2019-05-05T01:00:00Z",730597647,753481566,0,0
"2019-05-05T02:00:00Z",733994909,743319851,0,0
"2019-05-05T03:00:00Z",696100730,773768796,"-0.11776463288417649",0
"2019-05-05T04:00:00Z",677795812,780521037,"-0.580587737214088",0
"2019-05-05T05:00:00Z",944003798,1018053693,"-0.05093449941994866",0
"2019-05-05T06:00:00Z",940124451,930826610,0,0
"2019-05-05T07:00:00Z",903070877,961383610,0,0
"2019-05-05T08:00:00Z",966821399,957957722,0,0
"2019-05-05T09:00:00Z",928572732,1007632396,"-0.14346841536288993",0
"2019-05-05T10:00:00Z",968103682,955572286,0,0
"2019-05-05T11:00:00Z",942345100,942430440,0,0
"2019-05-05T12:00:00Z",918154112,992963535,"-0.06496350786103529",0
"2019-05-05T13:00:00Z",908724455,1006444608,"-0.4881405797402798",0
"2019-05-05T14:00:00Z",969661489,978721174,0,0
"2019-05-05T15:00:00Z",869552513,977263921,"-0.6726859843585694",0
"2019-05-05T16:00:00Z",928906452,976726063,0,0
"2019-05-05T17:00:00Z",858754943,776466525,"0.06413697228677083",0
"2019-05-05T18:00:00Z",852800036,893485862,0,0
"2019-05-05T19:00:00Z",956027685,877425622,0,0
"2019-05-05T20:00:00Z",899862034,925234199,0,0
"2019-05-05T21:00:00Z",914327713,933873586,0,0
"2019-05-05T22:00:00Z",868670704,934443479,0,0
"2019-05-05T23:00:00Z",863683195,930252167,0,0
"2019-05-06T00:00:00Z",905245396,918695020,0,0
"2019-05-06T01:00:00Z",698524204,785937427,"-0.29776443781558304",0
"2019-05-06T02:00:00Z",751378763,780949574,0,0
"2019-05-06T03:00:00Z",788098393,807391430,0,0
"2019-05-06T04:00:00Z",718327017,739816775,0,0
"2019-05-06T05:00:00Z",457637899,503066152,0,0
"2019-05-06T06:00:00Z",407128034,450789237,0,0
"2019-05-06T07:00:00Z",427965408,450791477,0,0
"2019-05-06T08:00:00Z",416582611,461538221,0,0
"2019-05-06T09:00:00Z",405735621,420605299,0,0
"2019-05-06T10:00:00Z",475934081,508388772,0,0
"2019-05-06T11:00:00Z",391911247,422420194,0,0
"2019-05-06T12:00:00Z",382779518,486230478,"-0.5939925529940308",0
"2019-05-06T13:00:00Z",418150700,509154234,"-0.3640799766596015",0
"2019-05-06T14:00:00Z",439492547,440590957,0,0
"2019-05-06T15:00:00Z",344212429,436209894,"-0.38243856621289407",0
"2019-05-06T16:00:00Z",385151272,398047149,0,0
