TimeGenerated,UserId,ClientIP,Operation,Parameters
2020-05-02T11:32:23Z,,,Set-Mailbox,"[
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/SystemMailbox{e0dc1c29-89c3-4034-b678-e6c29d823ed9}""
  },
  {
    ""Name"": ""UMDataStorage"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  }
]"
2020-05-02T11:32:16Z,,,Install-ResourceConfig,"[
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  },
  {
    ""Name"": ""Organization"",
    ""Value"": ""seccxpninja.onmicrosoft.com""
  }
]"
2020-05-02T11:32:11Z,,,Install-DataClassificationConfig,"[
  {
    ""Name"": ""Organization"",
    ""Value"": ""seccxpninja.onmicrosoft.com""
  },
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  }
]"
2020-05-02T11:32:09Z,,,Install-DefaultSharingPolicy,"[
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  },
  {
    ""Name"": ""Organization"",
    ""Value"": ""seccxpninja.onmicrosoft.com""
  }
]"
2020-05-02T11:33:14Z,,,Set-TenantObjectVersion,"[
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com""
  }
]"
2020-05-02T11:32:54Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""TenantAllowBlockLists"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/TenantAllowBlocLists_F0767F09-6B4C-4F78-9234-2C0481176063""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:50Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{E9F19AD5-5B1D-4361-BE94-E55A6E1A6AA3}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:50Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{505B6405-958B-45A0-BAAE-76A0D7ACAE83}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:45Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{505B6405-958B-45A0-BAAE-76A0D7ACAE83}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:42Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{D5FD6316-0A84-416F-8512-3E97EBAF9B1D}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:41Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{505B6405-958B-45A0-BAAE-76A0D7ACAE83}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:34Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{E9F19AD5-5B1D-4361-BE94-E55A6E1A6AA3}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:30Z,,,Set-TransportConfig,"[
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""seccxpninja.onmicrosoft.com""
  },
  {
    ""Name"": ""OrganizationFederatedMailbox"",
    ""Value"": ""FederatedEmail.4c1f4d8b-8179-4148-93bf-00a95fa1e042@seccxpninja.onmicrosoft.com""
  }
]"
2020-05-02T11:32:24Z,,,Set-Mailbox,"[
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""10 GB (10,737,418,240 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""Management"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""DisplayName"",
    ""Value"": ""Microsoft Exchange Migration""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""9 GB (9,663,676,416 bytes)""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Migration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""10 GB (10,737,418,240 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/Migration.8f3e7716-2011-43e4-96b1-aba62d229136""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  }
]"
2020-05-02T11:32:10Z,,,Install-AdminAuditLogConfig,"[
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  },
  {
    ""Name"": ""Organization"",
    ""Value"": ""seccxpninja.onmicrosoft.com""
  }
]"
2020-05-02T11:33:12Z,,,Set-TransportConfig,"[
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""seccxpninja.onmicrosoft.com""
  },
  {
    ""Name"": ""HygieneSuite"",
    ""Value"": ""Premium""
  }
]"
2020-05-02T11:33:00Z,,,Set-OwaMailboxPolicy,"[
  {
    ""Name"": ""InstantMessagingType"",
    ""Value"": ""Ocs""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""seccxpninja.onmicrosoft.com\\OwaMailboxPolicy-Default""
  }
]"
2020-05-02T11:32:47Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{61D4A3E5-D6B5-401C-B13A-CCAD2BA8E8E9}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:46Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{E9F19AD5-5B1D-4361-BE94-E55A6E1A6AA3}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:41Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{368F7EFB-D8B2-448B-A304-41EA44801476}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:38Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{61D4A3E5-D6B5-401C-B13A-CCAD2BA8E8E9}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:34Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{61D4A3E5-D6B5-401C-B13A-CCAD2BA8E8E9}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:33Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""QuarantineMessageStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/QuarantineOrgShard{505B6405-958B-45A0-BAAE-76A0D7ACAE83}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:32:28Z,,,Set-Mailbox,"[
  {
    ""Name"": ""RecoverableItemsQuota"",
    ""Value"": ""30 GB (32,212,254,720 bytes)""
  },
  {
    ""Name"": ""Force"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""Arbitration"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""ProhibitSendQuota"",
    ""Value"": ""99 GB (106,300,440,576 bytes)""
  },
  {
    ""Name"": ""HiddenFromAddressListsEnabled"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""SCLDeleteEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLQuarantineEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""SCLRejectEnabled"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""RecoverableItemsWarningQuota"",
    ""Value"": ""20 GB (21,474,836,480 bytes)""
  },
  {
    ""Name"": ""UseDatabaseQuotaDefaults"",
    ""Value"": ""False""
  },
  {
    ""Name"": ""OMEncryptionStore"",
    ""Value"": ""True""
  },
  {
    ""Name"": ""IssueWarningQuota"",
    ""Value"": ""90 GB (96,636,764,160 bytes)""
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com/SystemMailbox{D0E409A0-AF9B-4720-92FE-AAC869B0D201}""
  },
  {
    ""Name"": ""ProhibitSendReceiveQuota"",
    ""Value"": ""100 GB (107,374,182,400 bytes)""
  },
  {
    ""Name"": ""SCLJunkEnabled"",
    ""Value"": ""False""
  }
]"
2020-05-02T11:31:57Z,,,Set-TransportConfig,"[
  {
    ""Name"": ""DomainController"",
    ""Value"": """"
  },
  {
    ""Name"": ""Identity"",
    ""Value"": ""NAMPR06A007.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/seccxpninja.onmicrosoft.com""
  },
  {
    ""Name"": ""SupervisionTags"",
    ""Value"": ""Reject;Allow""
  }
]"
